,,,
Source: A&E Datamart,,,
Data from: 1st Janury 2015 - 31st December 2016,,,
Data extracted: 15th November 2017,,,
,,,
Arrival Date,Treatment NHS Board Description - as at date of episode,Treatment Location Name,Number Of Attendances
07-Jan-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,4
07-Jan-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,14
07-Jan-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,114
07-Jan-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,52
07-Jan-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,13
07-Jan-2015,NHS TAYSIDE,ST MARGARET'S HOSPITAL,1
07-Jan-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,13
07-Jan-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,16
08-Jan-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,117
08-Jan-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,183
08-Jan-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,59
08-Jan-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,73
08-Jan-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,22
08-Jan-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,42
08-Jan-2015,NHS FIFE,VICTORIA HOSPITAL,122
08-Jan-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,143
08-Jan-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,18
08-Jan-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,144
08-Jan-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,43
08-Jan-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,46
08-Jan-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,197
08-Jan-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,75
08-Jan-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,216
08-Jan-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,128
08-Jan-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,178
08-Jan-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,118
08-Jan-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,36
08-Jan-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,46
08-Jan-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,127
08-Jan-2015,NHS HIGHLAND,BELFORD HOSPITAL,17
08-Jan-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,14
08-Jan-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,13
08-Jan-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,55
08-Jan-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,152
08-Jan-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,184
08-Jan-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,147
08-Jan-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),99
08-Jan-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,276
08-Jan-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,137
08-Jan-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,120
08-Jan-2015,NHS ORKNEY,BALFOUR HOSPITAL,13
08-Jan-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,19
08-Jan-2015,NHS TAYSIDE,ARBROATH INFIRMARY,43
08-Jan-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,2
08-Jan-2015,NHS TAYSIDE,BRECHIN INFIRMARY,5
08-Jan-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,4
08-Jan-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,19
08-Jan-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,90
08-Jan-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,54
08-Jan-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,6
08-Jan-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,17
08-Jan-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,15
09-Jan-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,120
09-Jan-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,172
09-Jan-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,78
09-Jan-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,87
09-Jan-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,25
09-Jan-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,38
09-Jan-2015,NHS FIFE,VICTORIA HOSPITAL,153
09-Jan-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,143
09-Jan-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,27
09-Jan-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,104
09-Jan-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,53
09-Jan-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,39
09-Jan-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,188
09-Jan-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,82
09-Jan-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,206
09-Jan-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,112
09-Jan-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,134
09-Jan-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,132
09-Jan-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,38
09-Jan-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,33
09-Jan-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,145
09-Jan-2015,NHS HIGHLAND,BELFORD HOSPITAL,17
09-Jan-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,14
09-Jan-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,16
09-Jan-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,71
09-Jan-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,144
09-Jan-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,174
09-Jan-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,140
09-Jan-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),110
09-Jan-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,283
09-Jan-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,122
09-Jan-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,131
09-Jan-2015,NHS ORKNEY,BALFOUR HOSPITAL,10
09-Jan-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,19
09-Jan-2015,NHS TAYSIDE,ABERFELDY COTTAGE HOSPITAL,1
09-Jan-2015,NHS TAYSIDE,ARBROATH INFIRMARY,23
09-Jan-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,7
09-Jan-2015,NHS TAYSIDE,BRECHIN INFIRMARY,5
09-Jan-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,4
09-Jan-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,6
09-Jan-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,91
09-Jan-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,44
09-Jan-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,5
09-Jan-2015,NHS TAYSIDE,ST MARGARET'S HOSPITAL,1
09-Jan-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,20
09-Jan-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,15
10-Jan-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,97
10-Jan-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,136
10-Jan-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,63
10-Jan-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,98
10-Jan-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,31
10-Jan-2015,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
10-Jan-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,49
10-Jan-2015,NHS FIFE,VICTORIA HOSPITAL,151
10-Jan-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,140
10-Jan-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,34
10-Jan-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,111
10-Jan-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,63
10-Jan-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,49
10-Jan-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,217
10-Jan-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,55
10-Jan-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,171
10-Jan-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,115
10-Jan-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,150
10-Jan-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,102
10-Jan-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,19
10-Jan-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,29
10-Jan-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,121
10-Jan-2015,NHS HIGHLAND,BELFORD HOSPITAL,15
10-Jan-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,11
10-Jan-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,15
10-Jan-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,76
10-Jan-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,83
10-Jan-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,145
10-Jan-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,136
10-Jan-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),101
10-Jan-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,253
10-Jan-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,108
10-Jan-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,71
10-Jan-2015,NHS ORKNEY,BALFOUR HOSPITAL,9
10-Jan-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,24
10-Jan-2015,NHS TAYSIDE,ARBROATH INFIRMARY,54
10-Jan-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,8
10-Jan-2015,NHS TAYSIDE,BRECHIN INFIRMARY,7
10-Jan-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,11
10-Jan-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,18
10-Jan-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,110
10-Jan-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,48
10-Jan-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,5
10-Jan-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,40
10-Jan-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,13
11-Jan-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,80
11-Jan-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,191
11-Jan-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,65
11-Jan-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,71
11-Jan-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,17
11-Jan-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,37
11-Jan-2015,NHS FIFE,VICTORIA HOSPITAL,177
11-Jan-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,136
11-Jan-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,36
11-Jan-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,152
11-Jan-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,58
11-Jan-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,42
11-Jan-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,201
11-Jan-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,68
11-Jan-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,187
11-Jan-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,95
11-Jan-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,142
11-Jan-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,115
11-Jan-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,32
11-Jan-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,33
11-Jan-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,148
11-Jan-2015,NHS HIGHLAND,BELFORD HOSPITAL,20
11-Jan-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,9
11-Jan-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,13
11-Jan-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,91
11-Jan-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,104
11-Jan-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,153
11-Jan-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,144
11-Jan-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),76
11-Jan-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,294
11-Jan-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,121
11-Jan-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,73
11-Jan-2015,NHS ORKNEY,BALFOUR HOSPITAL,13
11-Jan-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,19
11-Jan-2015,NHS TAYSIDE,ARBROATH INFIRMARY,45
11-Jan-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,9
11-Jan-2015,NHS TAYSIDE,BRECHIN INFIRMARY,2
11-Jan-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,4
11-Jan-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,24
11-Jan-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,103
11-Jan-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,58
11-Jan-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,6
11-Jan-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,26
11-Jan-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,14
12-Jan-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,125
12-Jan-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,200
12-Jan-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,56
12-Jan-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,96
12-Jan-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,33
12-Jan-2015,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
12-Jan-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,51
12-Jan-2015,NHS FIFE,VICTORIA HOSPITAL,145
12-Jan-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,156
12-Jan-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,36
12-Jan-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,132
12-Jan-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,60
12-Jan-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,41
12-Jan-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,208
12-Jan-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,84
12-Jan-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,238
12-Jan-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,134
12-Jan-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,173
12-Jan-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,121
12-Jan-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,42
12-Jan-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,54
12-Jan-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,152
12-Jan-2015,NHS HIGHLAND,BELFORD HOSPITAL,17
12-Jan-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,18
12-Jan-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,15
12-Jan-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,73
12-Jan-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,165
12-Jan-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,177
12-Jan-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,158
12-Jan-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),91
12-Jan-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,302
12-Jan-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,126
12-Jan-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,138
12-Jan-2015,NHS ORKNEY,BALFOUR HOSPITAL,11
12-Jan-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,18
12-Jan-2015,NHS TAYSIDE,ARBROATH INFIRMARY,35
12-Jan-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,5
12-Jan-2015,NHS TAYSIDE,BRECHIN INFIRMARY,6
12-Jan-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,3
12-Jan-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,10
12-Jan-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,74
12-Jan-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,59
12-Jan-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,9
12-Jan-2015,NHS TAYSIDE,ST MARGARET'S HOSPITAL,2
12-Jan-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,15
12-Jan-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,17
13-Jan-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,97
13-Jan-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,176
13-Jan-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,45
13-Jan-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,78
13-Jan-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,26
13-Jan-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,32
13-Jan-2015,NHS FIFE,VICTORIA HOSPITAL,137
13-Jan-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,154
13-Jan-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,27
13-Jan-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,150
13-Jan-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,68
13-Jan-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,47
13-Jan-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,191
13-Jan-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,74
13-Jan-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,175
13-Jan-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,143
13-Jan-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,153
13-Jan-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,121
13-Jan-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,38
13-Jan-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,46
13-Jan-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,139
13-Jan-2015,NHS HIGHLAND,BELFORD HOSPITAL,11
13-Jan-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,17
13-Jan-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,14
13-Jan-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,58
13-Jan-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,135
13-Jan-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,171
13-Jan-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,151
13-Jan-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),101
13-Jan-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,308
13-Jan-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,123
13-Jan-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,120
13-Jan-2015,NHS ORKNEY,BALFOUR HOSPITAL,15
13-Jan-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,14
13-Jan-2015,NHS TAYSIDE,ARBROATH INFIRMARY,18
13-Jan-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,5
13-Jan-2015,NHS TAYSIDE,BRECHIN INFIRMARY,3
13-Jan-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,3
13-Jan-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,10
13-Jan-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,100
13-Jan-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,50
13-Jan-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,4
13-Jan-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,16
13-Jan-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,18
14-Jan-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,86
14-Jan-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,185
14-Jan-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,61
14-Jan-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,84
14-Jan-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,20
14-Jan-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,46
14-Jan-2015,NHS FIFE,VICTORIA HOSPITAL,130
14-Jan-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,137
14-Jan-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,28
14-Jan-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,128
14-Jan-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,52
14-Jan-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,39
14-Jan-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,188
14-Jan-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,74
14-Jan-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,212
14-Jan-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,109
14-Jan-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,160
14-Jan-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,101
14-Jan-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,50
14-Jan-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,39
14-Jan-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,132
14-Jan-2015,NHS HIGHLAND,BELFORD HOSPITAL,25
14-Jan-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,24
14-Jan-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,12
14-Jan-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,56
14-Jan-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,138
14-Jan-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,170
14-Jan-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,130
14-Jan-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),101
14-Jan-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,248
14-Jan-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,112
14-Jan-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,108
14-Jan-2015,NHS ORKNEY,BALFOUR HOSPITAL,14
14-Jan-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,22
