Arrival Date,Treatment NHS Board Description - as at date of episode,Location Name,Number Of Attendances
08-Jan-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,122
08-Jan-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,30
08-Jan-17,NHS FIFE,QUEEN MARGARET HOSPITAL,42
08-Jan-17,NHS FIFE,VICTORIA HOSPITAL,161
08-Jan-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,156
08-Jan-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,39
08-Jan-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,179
08-Jan-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,60
08-Jan-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,42
08-Jan-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,223
08-Jan-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,76
08-Jan-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,76
08-Jan-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,284
08-Jan-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,183
08-Jan-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,123
08-Jan-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,38
08-Jan-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,35
08-Jan-17,NHS HIGHLAND,BELFORD HOSPITAL,15
08-Jan-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,17
08-Jan-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,21
08-Jan-17,NHS HIGHLAND,RAIGMORE HOSPITAL,73
08-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,148
08-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,196
08-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,184
08-Jan-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),108
08-Jan-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,288
08-Jan-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,171
08-Jan-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,96
08-Jan-17,NHS ORKNEY,BALFOUR HOSPITAL,10
08-Jan-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,19
08-Jan-17,NHS TAYSIDE,ARBROATH INFIRMARY,31
08-Jan-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,11
08-Jan-17,NHS TAYSIDE,BRECHIN INFIRMARY,9
08-Jan-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,9
08-Jan-17,NHS TAYSIDE,LINKS HEALTH CENTRE,9
08-Jan-17,NHS TAYSIDE,NINEWELLS HOSPITAL,142
08-Jan-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,71
08-Jan-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,1
08-Jan-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,22
08-Jan-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,2
08-Jan-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,15
09-Jan-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,145
09-Jan-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,167
09-Jan-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,88
09-Jan-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,107
09-Jan-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,34
09-Jan-17,NHS FIFE,ADAMSON HOSPITAL,7
09-Jan-17,NHS FIFE,QUEEN MARGARET HOSPITAL,63
09-Jan-17,NHS FIFE,VICTORIA HOSPITAL,164
09-Jan-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,168
09-Jan-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,33
09-Jan-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,137
09-Jan-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,73
09-Jan-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,29
09-Jan-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,238
09-Jan-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,104
09-Jan-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,96
09-Jan-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,259
09-Jan-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,186
09-Jan-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,159
09-Jan-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,50
09-Jan-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,62
09-Jan-17,NHS HIGHLAND,BELFORD HOSPITAL,24
09-Jan-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,19
09-Jan-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,20
09-Jan-17,NHS HIGHLAND,RAIGMORE HOSPITAL,92
09-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,202
09-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,207
09-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,198
09-Jan-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),82
09-Jan-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,325
09-Jan-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,173
09-Jan-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,159
09-Jan-17,NHS ORKNEY,BALFOUR HOSPITAL,16
09-Jan-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,20
09-Jan-17,NHS TAYSIDE,ARBROATH INFIRMARY,30
09-Jan-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,3
09-Jan-17,NHS TAYSIDE,BRECHIN INFIRMARY,4
09-Jan-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,1
09-Jan-17,NHS TAYSIDE,LINKS HEALTH CENTRE,8
09-Jan-17,NHS TAYSIDE,NINEWELLS HOSPITAL,113
09-Jan-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,60
09-Jan-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,7
09-Jan-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,3
09-Jan-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,14
09-Jan-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,2
09-Jan-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,21
10-Jan-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,102
10-Jan-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,161
10-Jan-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,68
10-Jan-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,102
10-Jan-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,22
10-Jan-17,NHS FIFE,ADAMSON HOSPITAL,2
10-Jan-17,NHS FIFE,QUEEN MARGARET HOSPITAL,48
10-Jan-17,NHS FIFE,VICTORIA HOSPITAL,150
10-Jan-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,141
10-Jan-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,27
10-Jan-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,135
10-Jan-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,58
10-Jan-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,34
10-Jan-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,236
10-Jan-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,86
10-Jan-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,89
10-Jan-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,246
10-Jan-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,182
10-Jan-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,143
10-Jan-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,48
10-Jan-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,51
10-Jan-17,NHS HIGHLAND,BELFORD HOSPITAL,24
10-Jan-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,18
10-Jan-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,17
10-Jan-17,NHS HIGHLAND,RAIGMORE HOSPITAL,80
10-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,163
10-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,176
10-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,183
10-Jan-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),113
10-Jan-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,304
10-Jan-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,131
10-Jan-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,100
10-Jan-17,NHS ORKNEY,BALFOUR HOSPITAL,10
10-Jan-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,19
10-Jan-17,NHS TAYSIDE,ARBROATH INFIRMARY,29
10-Jan-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,7
10-Jan-17,NHS TAYSIDE,BRECHIN INFIRMARY,4
10-Jan-17,NHS TAYSIDE,LINKS HEALTH CENTRE,5
10-Jan-17,NHS TAYSIDE,NINEWELLS HOSPITAL,114
10-Jan-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,60
10-Jan-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,2
10-Jan-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,7
10-Jan-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,5
10-Jan-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,11
11-Jan-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,99
11-Jan-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,153
11-Jan-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,73
11-Jan-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,59
11-Jan-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,32
11-Jan-17,NHS FIFE,ADAMSON HOSPITAL,2
11-Jan-17,NHS FIFE,QUEEN MARGARET HOSPITAL,50
11-Jan-17,NHS FIFE,VICTORIA HOSPITAL,136
11-Jan-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,163
11-Jan-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,35
11-Jan-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,127
11-Jan-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,43
11-Jan-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,24
11-Jan-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,209
11-Jan-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,74
11-Jan-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,71
11-Jan-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,207
11-Jan-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,163
11-Jan-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,114
11-Jan-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,65
11-Jan-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,34
11-Jan-17,NHS HIGHLAND,BELFORD HOSPITAL,30
11-Jan-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,22
11-Jan-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,15
11-Jan-17,NHS HIGHLAND,RAIGMORE HOSPITAL,71
11-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,161
11-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,172
11-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,162
11-Jan-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),108
11-Jan-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,268
11-Jan-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,130
11-Jan-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,133
11-Jan-17,NHS ORKNEY,BALFOUR HOSPITAL,13
11-Jan-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,23
11-Jan-17,NHS TAYSIDE,ARBROATH INFIRMARY,32
11-Jan-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,4
11-Jan-17,NHS TAYSIDE,BRECHIN INFIRMARY,3
11-Jan-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,2
11-Jan-17,NHS TAYSIDE,LINKS HEALTH CENTRE,8
11-Jan-17,NHS TAYSIDE,NINEWELLS HOSPITAL,91
11-Jan-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,41
11-Jan-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,3
11-Jan-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,2
11-Jan-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,8
11-Jan-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,5
11-Jan-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,12
12-Jan-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,111
12-Jan-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,160
12-Jan-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,57
12-Jan-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,79
12-Jan-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,25
12-Jan-17,NHS FIFE,ADAMSON HOSPITAL,1
12-Jan-17,NHS FIFE,QUEEN MARGARET HOSPITAL,52
12-Jan-17,NHS FIFE,VICTORIA HOSPITAL,166
12-Jan-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,135
12-Jan-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,34
12-Jan-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,135
12-Jan-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,40
12-Jan-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,34
12-Jan-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,201
12-Jan-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,46
12-Jan-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,75
12-Jan-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,221
12-Jan-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,147
12-Jan-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,135
12-Jan-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,44
12-Jan-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,35
12-Jan-17,NHS HIGHLAND,BELFORD HOSPITAL,15
12-Jan-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,14
12-Jan-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,10
12-Jan-17,NHS HIGHLAND,RAIGMORE HOSPITAL,75
12-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,160
12-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,170
12-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,163
12-Jan-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),110
12-Jan-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,314
12-Jan-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,151
12-Jan-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,135
12-Jan-17,NHS ORKNEY,BALFOUR HOSPITAL,12
12-Jan-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,11
12-Jan-17,NHS TAYSIDE,ARBROATH INFIRMARY,26
12-Jan-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,8
12-Jan-17,NHS TAYSIDE,BRECHIN INFIRMARY,4
12-Jan-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,1
12-Jan-17,NHS TAYSIDE,LINKS HEALTH CENTRE,7
12-Jan-17,NHS TAYSIDE,NINEWELLS HOSPITAL,101
12-Jan-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,53
12-Jan-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,1
12-Jan-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,11
12-Jan-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,1
12-Jan-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,9
13-Jan-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,108
13-Jan-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,164
13-Jan-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,53
13-Jan-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,83
13-Jan-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,27
13-Jan-17,NHS FIFE,ADAMSON HOSPITAL,6
13-Jan-17,NHS FIFE,QUEEN MARGARET HOSPITAL,57
13-Jan-17,NHS FIFE,VICTORIA HOSPITAL,148
13-Jan-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,158
13-Jan-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,35
13-Jan-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,115
13-Jan-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,35
13-Jan-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,30
13-Jan-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,258
13-Jan-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,72
13-Jan-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,79
13-Jan-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,231
13-Jan-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,160
13-Jan-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,150
13-Jan-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,44
13-Jan-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,47
13-Jan-17,NHS HIGHLAND,BELFORD HOSPITAL,8
13-Jan-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,17
13-Jan-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,23
13-Jan-17,NHS HIGHLAND,RAIGMORE HOSPITAL,76
13-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,156
13-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,166
13-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,152
13-Jan-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),123
13-Jan-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,288
13-Jan-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,141
13-Jan-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,135
13-Jan-17,NHS ORKNEY,BALFOUR HOSPITAL,17
13-Jan-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,16
13-Jan-17,NHS TAYSIDE,ARBROATH INFIRMARY,19
13-Jan-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,10
13-Jan-17,NHS TAYSIDE,BRECHIN INFIRMARY,3
13-Jan-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,5
13-Jan-17,NHS TAYSIDE,LINKS HEALTH CENTRE,11
13-Jan-17,NHS TAYSIDE,NINEWELLS HOSPITAL,127
13-Jan-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,51
13-Jan-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,5
13-Jan-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,1
13-Jan-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,14
13-Jan-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,4
13-Jan-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,12
14-Jan-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,95
14-Jan-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,157
14-Jan-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,63
14-Jan-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,83
14-Jan-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,27
14-Jan-17,NHS FIFE,QUEEN MARGARET HOSPITAL,44
14-Jan-17,NHS FIFE,VICTORIA HOSPITAL,122
14-Jan-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,174
14-Jan-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,36
14-Jan-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,170
14-Jan-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,57
14-Jan-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,39
14-Jan-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,218
14-Jan-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,69
14-Jan-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,57
14-Jan-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,228
14-Jan-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,165
14-Jan-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,121
14-Jan-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,29
14-Jan-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,53
14-Jan-17,NHS HIGHLAND,BELFORD HOSPITAL,7
14-Jan-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,14
14-Jan-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,11
14-Jan-17,NHS HIGHLAND,RAIGMORE HOSPITAL,83
14-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,135
14-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,131
14-Jan-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,169
14-Jan-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),120
14-Jan-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,271
14-Jan-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,145
14-Jan-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,75
14-Jan-17,NHS ORKNEY,BALFOUR HOSPITAL,13
14-Jan-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,22
14-Jan-17,NHS TAYSIDE,ARBROATH INFIRMARY,35
14-Jan-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,4
14-Jan-17,NHS TAYSIDE,BRECHIN INFIRMARY,7
14-Jan-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,8
14-Jan-17,NHS TAYSIDE,LINKS HEALTH CENTRE,25
14-Jan-17,NHS TAYSIDE,NINEWELLS HOSPITAL,128
14-Jan-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,54
14-Jan-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,4
14-Jan-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,21
14-Jan-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,2
14-Jan-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,15
15-Jan-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,94
15-Jan-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,177
15-Jan-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,81
15-Jan-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,106
15-Jan-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,32
15-Jan-17,NHS FIFE,QUEEN MARGARET HOSPITAL,51
15-Jan-17,NHS FIFE,VICTORIA HOSPITAL,178
